uid,Main Heading,Sub-Heading,Sub-Sub-Heading,Comments,Drug Name,Urinary Excretion (%),Half-Life (hr),Protein Binding (%),Volume of Distribution (L/kg),Clearance (L/hr),Clearance Slope (do not display),Clearance Intercept (do not display),Dose of Normal Renal Function,2nd Dose ,Adjustment (Dose/Interval),Stage 1 (>89),Stage 2 (60-89),Stage 3 (30-59),Stage 4 (15-29),Stage 5 (<15),Intermitent HD,Peritoneal Dialysis,Continous Renal Replacement,References,Toxicity
467,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Benzodiazepines,,May cause excessive sedation and encephalopathy in ESRD.,Midazolam,Hepatic,1.2-12.3/Unchanged,93-96,1.0-6.6,,,,Individualized,,D,Individualized,100% [A],100% [A],100% [A],50% [A],"IHD: Not applicable, [D]","PD: Not applicable, [D]","CRRT: Dose for GFR 10-50, titrate, [A]","Bastien O, Bolon M, Flamens C, Lehot JJ, Boulieu R. [Use of midazolam in postoperative sedation of patients with multiple organ failure treated with hemodiafiltration. Clinical study and pharmacokinetics]. Ann Fr Anesth Reanim. 2002; 21: 692-7. [PMID: 12494801] / Bell DM, Richards G, Dhillon S, Oxley JR, Cromarty J, Sander JW, et al. A comparative pharmacokinetic study of intravenous and intramuscular midazolam in patients with epilepsy. Epilepsy Res. 1991; 10: 183-90. [PMID: 1817958] / Bolon M, Bastien O, Flamens C, Paulus S, Boulieu R. Midazolam disposition in patients undergoing continuous venovenous hemodialysis. J Clin Pharmacol. 2001; 41: 959-62. [PMID: 11549100] / Castleden CM, Allen JG, Altman J, St John-Smith P. A comparison of oral midazolam, nitrazepam and placebo in young and elderly subjects. Eur J Clin Pharmacol. 1987; 32: 253-7. [PMID: 3595698] / Crevat-Pisano P, Dragna S, Granthil C, Coassolo P, Cano JP, Francois G. Plasma concentrations and pharmacokinetics of midazolam during anaesthesia. J Pharm Pharmacol. 1986; 38: 578-82. [PMID: 2876073] / Gaudreault P, Guay J, Thivierge RL, Verdy I. Benzodiazepine poisoning. Clinical and pharmacological considerations and treatment. Drug Saf. 1991; 6: 247-65. [PMID: 1888441] / Greenblatt DJ. Benzodiazepine hypnotics: sorting the pharmacokinetic facts. J Clin Psychiatry. 1991; 52 Suppl: 4-10. [PMID: 1680125] / Greenblatt DJ. Pharmacokinetics and pharmacodynamics. Hosp Pract (Off Ed). 1990; 25 Suppl 2: 9-15; discussion 16-8. [PMID: 2114417] / Swart EL, de Jongh J, Zuideveld KP, Danhof M, Thijs LG, Strack van Schijndel RJ. Population pharmacokinetics of lorazepam and midazolam and their metabolites in intensive care patients on continuous venovenous hemofiltration. Am J Kidney Dis. 2005; 45: 360-71. [PMID: 15685515] / Treiman DM. Pharmacokinetics and clinical use of benzodiazepines in the management of status epilepticus. Epilepsia. 1989; 30 Suppl 2: S4-10. [PMID: 2670537] / Tsubo T, Sakai I, Okawa H, Ishihara H, Matsuki A. Ketamine and midazolam kinetics during continuous hemodiafiltration in patients with multiple organ dysfunction syndrome. Intensive Care Med. 2001; 27: 1087-90. [PMID: 11497143]",
468,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Benzodiazepines,,May cause excessive sedation and encephalopathy in ESRD.,Oxazepam,Hepatic,5-10/25-90,97,0.6-1.6,,,,30-120 mg q24h,,D,30-120 mg q24h,100% [B],100% [B],100% [B],100% [B],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Ayd FJ Jr. Oxazepam: update 1989. Int Clin Psychopharmacol. 1990; 5: 1-15. [PMID: 2185302] / Gaudreault P, Guay J, Thivierge RL, Verdy I. Benzodiazepine poisoning. Clinical and pharmacological considerations and treatment. Drug Saf. 1991; 6: 247-65. [PMID: 1888441] / Greenblatt DJ. Benzodiazepine hypnotics: sorting the pharmacokinetic facts. J Clin Psychiatry. 1991; 52 Suppl: 4-10. [PMID: 1680125] / Greenblatt DJ. Pharmacokinetics and pharmacodynamics. Hosp Pract (Off Ed). 1990; 25 Suppl 2: 9-15; discussion 16-8. [PMID: 2114417] / Sonne J, Loft S, D&#248; ssing M, Vollmer-Larsen A, Olesen KL, Victor M, et al. Bioavailability and pharmacokinetics of oxazepam. Eur J Clin Pharmacol. 1988; 35: 385-9. [PMID: 3197746] / Treiman DM. Pharmacokinetics and clinical use of benzodiazepines in the management of status epilepticus. Epilepsia. 1989; 30 Suppl 2: S4-10. [PMID: 2670537]",
469,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Benzodiazepines,,May cause excessive sedation and encephalopathy in ESRD.,Quazepam,Hepatic,20-40/No data,95,No data,,,,15 mg hs,,D,15 mg hs,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ",CRRT: Avoid,"Gaudreault P, Guay J, Thivierge RL, Verdy I. Benzodiazepine poisoning. Clinical and pharmacological considerations and treatment. Drug Saf. 1991; 6: 247-65. [PMID: 1888441] / Greenblatt DJ. Benzodiazepine hypnotics: sorting the pharmacokinetic facts. J Clin Psychiatry. 1991; 52 Suppl: 4-10. [PMID: 1680125] / Greenblatt DJ. Pharmacokinetics and pharmacodynamics. Hosp Pract (Off Ed). 1990; 25 Suppl 2: 9-15; discussion 16-8. [PMID: 2114417] / Hilbert JM, Battista D. Quazepam and flurazepam: differential pharmacokinetic and pharmacodynamic characteristics. J Clin Psychiatry. 1991; 52 Suppl: 21-6. [PMID: 1680120]",
470,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Benzodiazepines,,May cause excessive sedation and encephalopathy in ESRD.,Temazepam,Hepatic,4-10/No data,96,1.3-1.5,,,,30 mg hs,,D,30 mg hs,100% [B],100% [B],100% [B],100% [B],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Gaudreault P, Guay J, Thivierge RL, Verdy I. Benzodiazepine poisoning. Clinical and pharmacological considerations and treatment. Drug Saf. 1991; 6: 247-65. [PMID: 1888441] / Greenblatt DJ. Benzodiazepine hypnotics: sorting the pharmacokinetic facts. J Clin Psychiatry. 1991; 52 Suppl: 4-10. [PMID: 1680125] / Greenblatt DJ. Pharmacokinetics and pharmacodynamics. Hosp Pract (Off Ed). 1990; 25 Suppl 2: 9-15; discussion 16-8. [PMID: 2114417] / Greenblatt DJ, Harmatz JS, Engelhardt N, Shader RI. Pharmacokinetic determinants of dynamic differences among three benzodiazepine hypnotics. Flurazepam, temazepam, and triazolam. Arch Gen Psychiatry. 1989; 46: 326-32. [PMID: 2564763] / Kroboth PD, Smith RB, Rault R, Silver MR, Sorkin MI, Puschett JB, et al. Effects of end-stage renal disease and aluminum hydroxide on temazepam kinetics. Clin Pharmacol Ther. 1985; 37: 453-9. [PMID: 2858279]",
471,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Benzodiazepines,,May cause excessive sedation and encephalopathy in ESRD.,Triazolam,Hepatic,2-4/Unchanged,85-95,No data,,,,0.25-0.50 mg hs,,D,0.25-0.50 mg hs,100% [B],100% [B],100% [B],100% [B],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Friedman H, Greenblatt DJ, Burstein ES, Harmatz JS, Shader RI. Population study of triazolam pharmacokinetics. Br J Clin Pharmacol. 1986; 22: 639-42. [PMID: 3567010] / Gaudreault P, Guay J, Thivierge RL, Verdy I. Benzodiazepine poisoning. Clinical and pharmacological considerations and treatment. Drug Saf. 1991; 6: 247-65. [PMID: 1888441] / Greenblatt DJ. Benzodiazepine hypnotics: sorting the pharmacokinetic facts. J Clin Psychiatry. 1991; 52 Suppl: 4-10. [PMID: 1680125] / Greenblatt DJ. Pharmacokinetics and pharmacodynamics. Hosp Pract (Off Ed). 1990; 25 Suppl 2: 9-15; discussion 16-8. [PMID: 2114417] / Greenblatt DJ, Harmatz JS, Engelhardt N, Shader RI. Pharmacokinetic determinants of dynamic differences among three benzodiazepine hypnotics. Flurazepam, temazepam, and triazolam. Arch Gen Psychiatry. 1989; 46: 326-32. [PMID: 2564763] / Jochemsen R, Breimer DD. Pharmacokinetics of temazepam compared with other benzodiazepine hypnotics&#151; some clinical consequences. Acta Psychiatr Scand Suppl. 1986; 332: 20-31. [PMID: 2883825] / Kroboth PD, Smith RB, Silver MR, Rault R, Sorkin MI, Puschett JB, et al. Effects of end stage renal disease and aluminium hydroxide on triazolam pharmacokinetics. Br J Clin Pharmacol. 1985; 19: 839-42. [PMID: 2862896] / Smith RB, Kroboth PD, Varner PD. Pharmacodynamics of triazolam after intravenous administration. J Clin Pharmacol. 1987; 27: 971-9. [PMID: 3437069] / Treiman DM. Pharmacokinetics and clinical use of benzodiazepines in the management of status epilepticus. Epilepsia. 1989; 30 Suppl 2: S4-10. [PMID: 2670537]",Protein binding correlates with alpha-1 acid glycoprotein concentration.
472,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Benzodiazepines: Benzodiazepine Antagonists,,May cause excessive sedation and encephalopathy in ESRD.,Flumazenil,Hepatic,0.7-1.3/No data,40-50,0.6-1.1,,,,0.2 mg IV over 15 sec,,D,0.2 mg IV over 15 sec,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Brogden RN, Goa KL. Flumazenil. A reappraisal of its pharmacological properties and therapeutic efficacy as a benzodiazepine antagonist. Drugs. 1991; 42: 1061-89. [PMID: 1724638] / Gaudreault P, Guay J, Thivierge RL, Verdy I. Benzodiazepine poisoning. Clinical and pharmacological considerations and treatment. Drug Saf. 1991; 6: 247-65. [PMID: 1888441] / Greenblatt DJ. Pharmacokinetics and pharmacodynamics. Hosp Pract (Off Ed). 1990; 25 Suppl 2: 9-15; discussion 16-8. [PMID: 2114417] / Greenblatt DJ. Benzodiazepine hypnotics: sorting the pharmacokinetic facts. J Clin Psychiatry. 1991; 52 Suppl: 4-10. [PMID: 1680125] / Karavokiros KA, Tsipis GB. Flumazenil: a benzodiazepine antagonist. DICP. 1990; 24: 976-81. [PMID: 2244412] / Treiman DM. Pharmacokinetics and clinical use of benzodiazepines in the management of status epilepticus. Epilepsia. 1989; 30 Suppl 2: S4-10. [PMID: 2670537] / Votey SR, Bosse GM, Bayer MJ, Hoffman JR. Flumazenil: a new benzodiazepine antagonist. Ann Emerg Med. 1991; 20: 181-8. [PMID: 1996802]",Used in benzodiazepine overdose.
473,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Miscellaneous Sedative Agents,,,Buspirone,Hepatic,2-3/5.8,95,5.0,,,,5.0 mg q8h,,D,5.0 mg q8h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: Dose for GFR <10, [D]","CRRT: Dose for GFR 10-50, [D]","Caccia S, Vigano GL, Mingardi G, Garattini S, Gammans RE, Placchi M, et al. Clinical pharmacokinetics of oral buspirone in patients with impaired renal function. Clin Pharmacokinet. 1988; 14: 171-7. [PMID: 3370902] / Dommisse CS, DeVane CL. Buspirone: a new type of anxiolytic. Drug Intell Clin Pharm. 1985; 19: 624-8. [PMID: 2864225] / Eison AS, Temple DL Jr. Buspirone: review of its pharmacology and current perspectives on its mechanism of action. Am J Med. 1986; 80: 1-9. [PMID: 2870639] / Gammans RE, Mayol RF, LaBudde JA. Metabolism and disposition of buspirone. Am J Med. 1986; 80: 41-51. [PMID: 3515929] / Goa KL, Ward A. Buspirone. A preliminary review of its pharmacological properties and therapeutic efficacy as an anxiolytic. Drugs. 1986; 32: 114-29. [PMID: 2874976] / Gulyassy PF, Depner TA. Impaired binding of drugs and endogenous ligands in renal diseases. Am J Kidney Dis. 1983; 2: 578-601. [PMID: 6342372] / Pecknold JC. A risk-benefit assessment of buspirone in the treatment of anxiety disorders. Drug Saf. 1997; 16: 118-32. [PMID: 9067123]",
474,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Miscellaneous Sedative Agents,,,Ethchlorvynol ,Hepatic,10-20/No data,35-50,3-4,,,,500 mg qhs,,D,500 mg qhs,100% [D],Avoid [D],Avoid [D],Avoid [D],"IHD: Avoid, [D]","PD: Avoid, [D] ",CRRT: Not applicable,Yell RP. Ethchlorvynol overdose. Am J Emerg Med. 1990; 8: 246-50. [PMID: 2331266],Removed by hemoperfusion. Excessive sedation.
475,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Miscellaneous Sedative Agents,,,Haloperidol,Hepatic,10-19/No data,90-92,14-21,,,,1-2 mg q8-12h,,D,1-2 mg q8-12h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Froemming JS, Lam YW, Jann MW, Davis CM. Pharmacokinetics of haloperidol. Clin Pharmacokinet. 1989; 17: 396-423. [PMID: 2689040]","Hypotension, excessive sedation."
476,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Miscellaneous Sedative Agents,,,Lithium carbonate,Renal,14-28/40,None,0.5-0.9,,,,0.9-1.2 g q24h,,D,0.9-1.2 g q24h,100% [A],50-75% [A],50-75% [A],25-50% [A],"IHD: Dose after dialysis, [B]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [A]","Arancibia A, Corvalan F, Mella F, Concha L. Absorption and disposition kinetics of lithium carbonate following administration of conventional and controlled release formulations. Int J Clin Pharmacol Ther Toxicol. 1986; 24: 240-5. [PMID: 3089949] / Beckmann U, Oakley PW, Dawson AH, Byth PL. Efficacy of continuous venovenous hemodialysis in the treatment of severe lithium toxicity. J Toxicol Clin Toxicol. 2001; 39: 393-7. [PMID: 11527234] / Hardy BG, Shulman KI, Mackenzie SE, Kutcher SP, Silverberg JD. Pharmacokinetics of lithium in the elderly. J Clin Psychopharmacol. 1987; 7: 153-8. [PMID: 3110219] / Hazouard E, Ferrandi&#232; re M, Rateau H, Doucet O, Perrotin D, Legras A. Continuous veno-venous haemofiltration versus continuous veno-venous haemodialysis in severe lithium self-poisoning: a toxicokinetics study in an intensive care unit [Letter]. Nephrol Dial Transplant. 1999; 14: 1605-6. [PMID: 10383041] / Luisier PA, Schulz P, Dick P. The pharmacokinetics of lithium in normal humans: expected and unexpected observations in view of basic kinetic principles. Pharmaco-psychiatry. 1987; 20: 232-4. [PMID: 3118402] / Meyer RJ, Flynn JT, Brophy PD, Smoyer WE, Kershaw DB, Custer JR, et al. Hemodialysis followed by continuous hemofiltration for treatment of lithium intoxication in children. Am J Kidney Dis. 2001; 37: 1044-7. [PMID: 11325688] / Shelley RK, Silverstone T. Single dose pharmacokinetics of 5 formulations of lithium: a controlled comparison in healthy subjects. Int Clin Psychopharmacol. 1986; 1: 324-31. [PMID: 3104448] / Thornhill DP. Serum levels and pharmacokinetics of ordinary and sustained-release lithium carbonate in manic patients during chronic dosage. Int J Clin Pharmacol Ther Toxicol. 1986; 24: 257-61. [PMID: 3089950] / van Bommel EF, Kalmeijer MD, Ponssen HH. Treatment of life-threatening lithium toxicity with high-volume continuous venovenous hemofiltration. Am J Nephrol. 2000; 20: 408-11. [PMID: 11093000]","Nephrotoxic. Nephrogenic diabetes insipidus, nephrotic syndrome, renal tubular acidosis, interstitial fibrosis. Acute toxicity when serum levels >1.2 mEq/L. Serum levels should be measured periodically 12 hr after dose. T1/2 does not reflect extensive tissue accumulation. Plasma levels rebound after dialysis. Toxicity enhanced by volume depletion, NSAIDs, and diuretics."
477,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Miscellaneous Sedative Agents,,,Meprobamate,Hepatic (renal),9-11/Unchanged,0-30,0.5-0.8,,,,1.2-1.6 g q24h,,I,1.2-1.6 g q24h,q6h [D],q9-12h [D],q9-12h [D],q12-18h [D],"IHD: None, [D]","PD: Dose for GFR <10, [D]","CRRT: Dose for GFR 10-50, [D]","Hassan E. Treatment of meprobamate overdose with repeated oral doses of activated charcoal. Ann Emerg Med. 1986; 15: 73-6. [PMID: 3942359] / Jacobsen D, Wiik-Larsen E, Saltvedt E, Bredesen JE. Meprobamate kinetics during and after terminated hemoperfusion in acute intoxications. J Toxicol Clin Toxicol. 1987; 25: 317-31. [PMID: 3669117]",Excessive sedation. Excretion enhanced by forced diuresis.
478,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Phenothiazines,,"Orthostatic hypotension, extrapyramidal symptoms, and confusion can occur.",Chlorpromazine,Hepatic,11-42/Unchanged,91-99,8-160,,,,300-800 mg q24h,,D,300-800 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: Dose for GFR <10, [D]","CRRT: Dose for GFR 10-50, [D]","Indraprasit S, Sooksriwongse C. Effect of chlorpromazine on peritoneal clearances. Nephron. 1985; 40: 341-3. [PMID: 4010849] / Verbeeck RK, Cardinal JA. Plasma protein binding of salicylic acid, phenytoin, chlorpromazine, propranolol and pethidine using equilibrium dialysis and ultracentrifugation. Arzneimittelforschung. 1985; 35: 903-6. [PMID: 4026915]",
479,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Phenothiazines,,"Orthostatic hypotension, extrapyramidal symptoms, and confusion can occur.",Promethazine,Hepatic,9-12/No data,No data,Large,,,,20-100 mg q24h,,D,20-100 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Not applicable, [D]","Stavchansky S, Wallace JE, Geary R, Hecht G, Robb CA, Wu P. Bioequivalence and pharmacokinetic profile of promethazine hydrochloride suppositories in humans. J Pharm Sci. 1987; 76: 441-5. [PMID: 3625487]",Excessive sedation may occur in ESRD.
480,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Selective Serotonin Reuptake Inhibitors (SSRIs),,,Fluoxetine,Hepatic,24-72/Unchanged,94.5,12-42,,,,20 mg q24h,,D,20 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Altamura AC, Moro AR, Percudani M. Clinical pharmacokinetics of fluoxetine. Clin Pharmacokinet. 1994; 26: 201-14. [PMID: 8194283] / Gram L. Fluoxetine. N Engl J Med. 1994; 331: 1354-61. [PMID: 7935707] / Goodnick PJ. Pharmacokinetic optimisation of therapy with newer antidepressants. Clin Pharmacokinet. 1994; 27: 307-30. [PMID: 7834966] / Sussman N, Stahl S. Update in the pharmacotherapy of depression. Am J Med. 1996; 101: 26S-36S. [PMID: 9012608]",T1/2 of active metabolite is 7-9 days.
481,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Selective Serotonin Reuptake Inhibitors (SSRIs),,,Fluvoxamine,Hepatic,12-15/Unchanged,77,25,,,,100 mg q24h,,D,100 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","van Harten J. Overview of the pharmacokinetics of fluvoxamine. Clin Pharmacokinet. 1995; 29 Suppl 1: 1-9. [PMID: 8846617] / Perucca E, Gatti G, Spina E. Clinical pharmacokinetics of fluvoxamine. Clin Pharmaco-kinet. 1994; 27: 175-90. [PMID: 7988100]",
482,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Selective Serotonin Reuptake Inhibitors (SSRIs),,,Paroxetine,Hepatic,10-16/30,95,13,,,,20-60 mg q24h,,D,20-60 mg q24h,100% [A],100% [A],100% [A],50% [B],"IHD: None, [D]","PD: Dose for GFR <10, [D]","CRRT: Dose for GFR 10-50, [D]","Nemeroff CB. The clinical pharmacology and use of paroxetine, a new selective serotonin reuptake inhibitor. Pharmacotherapy. 1994; 14: 127-38. [PMID: 8197030]",
483,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Selective Serotonin Reuptake Inhibitors (SSRIs),,,Sertraline,Hepatic,24/No data,97,25,,,,50-200 mg q24h,,D,50-200 mg q24h,100% [A],100% [A],100% [A],100% [A],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]",Cohen LJ. Rational drug use in the treatment of depression. Pharmacotherapy. 1997; 17: 45-61. [PMID: 9017765],
484,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Tricyclic Antidepressants,,Anticholinergic side effects cause urinary retention and orthostatic hypotension. Drug may cause confusion and excessive sedation.,Amitriptyline,Hepatic,24-40/Unchanged,96,6-36,,,,25 mg q8h,,D,25 mg q8h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [B] ","CRRT: Dose for GFR 10-50, [D]","Sallee FR, Pollock BG. Clinical pharmacokinetics of imipramine and desipramine. Clin Pharmacokinet. 1990; 18: 346-64. [PMID: 2185906] / Tasset JJ, Singh S, Pesce AJ. Evaluation of amitriptyline pharmacokinetics during peritoneal dialysis. Ther Drug Monit. 1985; 7: 255-7. [PMID: 4049459]",
485,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Tricyclic Antidepressants,,Anticholinergic side effects cause urinary retention and orthostatic hypotension. Drug may cause confusion and excessive sedation.,Amoxapine,Hepatic,8-30/No data,90,No data,,,,75-200 mg q24h,,D,75-200 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Calvo B, Garc&#237; a MJ, Pedraz JL, Mari&#241; o EL, Dom&#237; nguez-Gil A. Pharmacokinetics of amoxapine and its active metabolites. Int J Clin Pharmacol Ther Toxicol. 1985; 23: 180-5. [PMID: 3997304]",T1/2 of active metabolite is 30 hours.
486,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Tricyclic Antidepressants,,Anticholinergic side effects cause urinary retention and orthostatic hypotension. Drug may cause confusion and excessive sedation.,Clomipramine,Hepatic,19-37/No data,97,No data,,,,100-250 mg q24h,,D,100-250 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: Dose for GFR <10, [D]",CRRT: Avoid,"Sallee FR, Pollock BG. Clinical pharmacokinetics of imipramine and desipramine. Clin Pharmacokinet. 1990; 18: 346-64. [PMID: 2185906]",
487,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Tricyclic Antidepressants,,Anticholinergic side effects cause urinary retention and orthostatic hypotension. Drug may cause confusion and excessive sedation.,Desipramine,Hepatic,18-26/No data,92,10-50,,,,100-200 mg q24h,,D,100-200 mg q24h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Kennedy SH, Craven JL, Rodin GM, Roin GM. Major depression in renal dialysis patients: an open trial of antidepressant therapy. J Clin Psychiatry. 1989; 50: 60-3. [PMID: 2644243] / Sallee FR, Pollock BG. Clinical pharmacokinetics of imipramine and desipramine. Clin Pharmacokinet. 1990; 18: 346-64. [PMID: 2185906]",
488,"Sedatives, Hypnotics, and Other Drugs Used in Psychiatry",Tricyclic Antidepressants,,Anticholinergic side effects cause urinary retention and orthostatic hypotension. Drug may cause confusion and excessive sedation.,Doxepin,Hepatic,8-25/10-30,95,9-33,,,,25 mg q8h,,D,25 mg q8h,100% [D],100% [D],100% [D],100% [D],"IHD: None, [D]","PD: None, [D] ","CRRT: Dose for GFR 10-50, [D]","Coccaro EF, Siever LJ. Second generation antidepressants: a comparative review. J Clin Pharmacol. 1985; 25: 241-60. [PMID: 3891797] / el-Yazigi A, Chaleby K. Steady-state kinetics of doxepin and imipramine in Saudi patients with interethnic comparison. Psychopharmacology (Berl). 1988; 95: 63-7. [PMID: 3133701] / Sallee FR, Pollock BG. Clinical pharmacokinetics of imipramine and desipramine. Clin Pharmacokinet. 1990; 18: 346-64. [PMID: 2185906]",
